Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1771836979	211	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	210	2	2
1771836981	213	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	212	2	2
1771836983	215	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	214	2	2
1771836985	217	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	216	2	2
1771836987	219	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	218	2	2
1771836989	220	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	220	2	2
1771836991	222	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	222	2	2
1771836993	224	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	224	2	2
1771836995	227	20965	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	226	2	2
1771836997	229	20965	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	228	2	2
1771836999	231	20965	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	230	2	2
1771837001	233	20965	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	232	2	2
1771837003	235	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	234	2	2
1771837005	237	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	236	2	2
1771837007	239	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	238	2	2
1771837009	241	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	240	2	2
1771837011	243	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	242	2	2
1771837013	245	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	244	2	2
1771837015	247	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	246	2	2
1771837017	249	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	248	2	2
1771837019	251	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	250	2	2
1771837021	253	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	252	2	2
1771837023	255	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	254	2	2
1771837025	257	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	256	2	2
1771837027	259	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	258	2	2
1771837029	261	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	260	2	2
1771837031	263	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	262	2	2
1771837033	265	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	264	2	2
1771837035	267	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	266	2	2
1771837037	269	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	268	2	2
1771837039	271	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	270	2	2
1771837041	273	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	272	2	2
1771837043	275	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	274	2	2
1771837045	277	20973	28436	0	113584	33509	8216576	131	0	348	6	348	6	0	276	2	2
